	Sub0960_1_f	Sub0921_2_n	Sub0932_2_f	Sub0930_1_f	Sub0954_1_n	Sub0885_1_f	Sub0965_1_c	Sub0950_1_c	Sub0963_2_c	Sub0877_2_n	Sub0950_2_c	Sub0877_2_f	Sub0885_1_c	Sub0965_1_f	Sub0916_2_c	Sub0877_2_c	Sub0968_2_c	Sub0914_1_n	Sub0959_2_n	Sub0942_2_f	Sub0883_1_n	Sub0932_2_n	Sub0983_1_f	Sub0928_1_c	Sub0956_1_n	Sub0959_1_n	Sub0898_2_f	Sub0931_2_f	Sub0962_1_c	Sub0959_2_f	Sub0935_2_f	Sub0956_2_n	Sub0937_2_f	Sub0869_2_c	Sub0914_2_n	Sub0939_1_c	Sub0942_2_n	Sub0898_1_f	Sub0931_2_c	Sub0920_2_c	Sub0916_1_c	Sub0965_2_f	Sub0928_2_n	Sub0960_1_c	Sub0982_1_f	Sub0999_2_c	Sub0920_1_c	Sub0911_2_f	Sub0938_2_f	Sub0930_2_f	Sub0938_2_n	Sub0960_2_f	Sub0962_2_c	Sub0965_2_c	Sub0898_2_n	Sub0884_1_f	Sub0921_1_f	Sub0903_1_n	Sub0974_1_f	Sub0877_1_f	Sub0965_2_n	Sub0935_1_f	Sub0946_1_c	Sub0946_2_c	Sub0969_2_n	Sub0901_2_f	Sub0983_2_f	Sub0928_2_c	Sub0877_1_n	Sub0939_2_f	Sub0932_1_f	Sub0892_1_c	Sub0919_2_f	Sub0926_1_n	Sub0899_1_n	Sub0942_1_n	Sub0901_2_n	Sub0982_2_f	Sub0885_2_f	Sub0897_2_c	Sub0939_2_c	Sub0931_2_n	Sub0932_1_n	Sub0864_2_c	Sub0966_1_f	Sub0911_2_n	Sub0911_1_n	Sub0903_2_n	Sub0963_1_c	Sub0878_2_c	Sub0968_1_c	Sub0954_2_n	Sub0937_1_n	Sub0899_2_n	Sub0877_1_c	Sub0921_1_c	Sub0971_2_n	Sub0923_2_f	Sub0960_2_c	Sub0901_1_n	Sub0921_1_n	Sub0951_2_f	Sub0930_1_c	Sub0944_2_n	Sub0955_1_n	Sub0931_1_n	Sub0884_2_f	Sub0971_2_f	Sub0994_1_c	Sub0969_2_f	Sub0970_1_n	Sub0892_2_c	Sub0897_2_f	Sub0956_2_f	Sub0956_1_f	Sub0977_1_c	Sub0931_1_c	Sub0938_1_n	Sub0977_2_c	Sub0923_1_f	Sub0937_2_n	Sub0942_1_f	Sub0969_1_f	Sub0951_1_f	Sub0953_1_f	Sub0968_2_n	Sub0959_1_f	Sub0952_1_n	Sub0938_1_f	Sub0911_1_f	Sub0931_1_f	Sub0995_1_c	Sub0939_1_f	Sub0927_2_f	Sub0944_2_f	Sub0894_2_f	Sub0989_1_c	Sub0905_2_n	Sub0955_2_n	Sub0983_1_n	Sub0906_1_c	Sub0928_1_n	Sub0908_2_f	Sub0930_2_n	Sub0936_2_f	Sub0996_1_c	Sub0919_2_c	Sub0974_2_c	Sub0953_2_f	Sub0919_1_f	Sub0898_1_n	Sub0968_1_n	Sub0878_1_c	Sub0927_1_f	Sub0964_2_f	Sub0944_1_f	Sub0901_1_f	Sub0930_2_c	Sub0965_1_n	Sub0929_2_c	Sub0912_2_f	Sub0939_2_n	Sub0970_2_n	Sub0974_2_f	Sub0936_1_f	Sub0894_1_f	Sub0971_1_n	Sub0944_1_n	Sub0945_2_n	Sub0908_1_f	Sub0971_1_f	Sub0943_2_f	Sub0912_1_f	Sub0966_2_f	Sub0975_2_f	Sub0928_2_f	Sub0969_1_n	Sub0995_2_c	Sub0872_2_n	Sub0930_1_n	Sub0937_1_f	Sub0924_1_f	Sub0983_2_n	Sub0928_1_f	Sub0924_2_f	Sub0907_1_n	Sub0906_1_n	Sub0883_2_n	Sub0981_2_f	Sub0883_1_f	Sub0897_1_c	Sub0871_2_f	Sub0907_2_n	Sub0988_1_f	Sub0912_2_n	Sub0926_2_n	Sub0921_2_c	Sub0871_1_n	Sub0999_1_c	Sub0869_1_c	Sub0988_2_f	Sub0989_2_c	Sub0939_1_n	Sub0871_1_f	Sub0906_1_f	Sub0978_2_n	Sub0975_1_f	Sub0994_2_c	Sub0936_1_n	Sub0949_1_f	Sub0949_2_f	Sub0908_2_c	Sub0974_1_c	Sub0886_2_n	Sub0978_1_n	Sub0919_1_c	Sub0929_1_c	Sub0955_1_f	Sub0952_2_n	Sub0912_1_n	Sub0981_2_n	Sub0906_2_c	Sub0897_1_f	Sub0871_2_n	Sub0964_1_f	Sub0872_1_n	Sub0896_1_f	Sub0943_1_f	Sub0981_1_f	Sub0883_1_c	Sub0974_1_n	Sub0883_2_c	Sub0955_2_f	Sub0906_2_f	Sub0996_2_c	Sub0981_1_n	Sub0896_2_f	Sub0908_1_c	Sub0945_1_n	Sub0886_2_f	Sub0905_1_n	Sub0883_2_f	Sub0886_1_f	Sub0936_2_n	Sub0886_1_n	Sub0906_2_n
CAG0071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.12135e-07	0	0	0	0	0	0	0	0	3.74037e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45392e-05	0	0	0	0	0	0	0	0	0	5.58832e-07	3.44521e-08	0	0	0	0	0	0	2.58483e-07	0	0	0	0	0	7.36384e-07	7.31789e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54657e-05	0	0	0	1.12255e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30117e-07	0	0	0	0	0	0	0	0	0	4.71823e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00575e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6872e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0072	0	0	0	0	4.02546e-06	6.93709e-07	3.12056e-06	6.83294e-07	0	0	3.25184e-07	0	1.5682e-07	1.21938e-06	0	0	2.99457e-07	3.54793e-06	2.94165e-07	0	0	0	0	0	5.55229e-07	5.46691e-07	0	6.815e-06	1.23114e-06	1.55797e-06	1.03424e-06	2.06035e-06	2.49762e-05	5.10345e-07	1.27169e-06	5.07508e-07	0	0	2.99625e-06	0	0	1.46168e-06	1.45827e-06	2.4255e-07	9.54259e-07	4.75892e-07	0	2.33764e-07	2.28631e-07	0	4.50222e-07	4.19559e-07	1.93865e-06	6.34575e-07	2.0458e-07	0	0	3.94616e-07	3.89545e-07	3.89865e-07	3.86171e-07	3.85089e-07	0	0	7.38378e-06	2.59124e-06	0	0	3.61725e-07	3.60132e-07	8.98851e-08	0	3.56071e-07	3.50402e-06	0	0	9.59937e-06	6.74307e-07	0	2.54942e-06	6.44478e-07	4.37992e-06	0	0	7.75943e-08	6.13361e-07	1.2065e-06	6.01141e-07	0	4.10181e-06	1.20101e-06	8.47298e-06	1.59451e-05	0	2.90635e-07	2.85303e-07	0	5.60958e-07	2.79874e-07	1.29209e-05	2.75617e-07	0	5.37194e-07	0	2.73729e-06	4.67473e-06	0	2.58483e-07	2.31917e-06	5.13637e-07	0	0	1.74569e-06	9.32753e-06	8.31989e-06	0	3.56794e-06	3.51872e-07	0	5.14645e-07	1.08528e-05	0	7.11174e-06	0	2.19418e-07	3.36518e-06	7.60099e-07	0	4.19598e-07	4.06895e-07	3.1224e-06	1.01053e-07	2.00866e-07	2.00363e-07	1.33408e-07	3.99098e-07	0	0	2.33309e-06	1.91801e-07	7.6252e-07	1.85569e-07	1.73552e-06	1.82642e-07	1.81442e-07	1.1977e-05	3.55364e-07	1.76511e-07	5.03303e-07	0	1.64858e-07	6.56799e-06	1.92768e-06	2.04154e-06	1.52397e-07	1.67217e-06	3.43108e-06	2.89723e-07	1.40993e-06	2.64082e-06	2.8037e-07	4.19039e-07	0	1.93556e-07	1.33129e-07	1.45084e-06	2.95834e-07	7.92014e-07	3.53535e-06	3.94384e-07	1.30117e-07	1.03291e-06	6.35321e-07	0	1.30015e-06	1.22419e-07	2.60732e-05	3.64183e-07	3.6158e-07	8.99351e-07	3.57117e-05	1.14784e-07	5.70684e-08	2.23043e-07	0	1.57529e-06	1.04003e-06	0	1.62579e-07	1.07252e-07	1.91206e-06	5.34914e-08	3.5084e-06	3.17924e-07	1.01851e-07	1.26693e-06	9.05175e-07	3.00636e-07	0	4.89662e-08	9.71669e-07	9.50171e-08	2.81341e-07	1.86418e-07	2.63013e-06	1.43311e-06	4.77132e-06	2.15547e-06	3.54247e-07	1.10495e-05	2.88582e-06	5.73032e-07	3.08488e-07	2.06913e-06	1.66294e-07	8.25262e-08	1.18162e-06	5.70859e-06	8.06596e-08	3.22602e-07	1.20032e-06	2.2782e-07	3.15598e-07	3.92955e-08	7.76601e-08	3.8436e-07	6.95148e-06	7.48162e-08	1.58358e-06	0	5.3283e-07	2.07295e-07	1.81185e-06	1.35565e-07	1.26597e-06	1.41789e-06	1.96979e-06	2.65248e-07	1.7263e-06	1.08145e-06	1.75242e-07	0	2.45788e-06	2.11789e-07	3.13005e-06	3.38749e-07
CAG0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28843e-07	0	0	0	0	5.5323e-06	8.58165e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76511e-07	0	0	0	0	2.34952e-07	1.56058e-07	0	0	0	0	0	0	0	0	0	1.36524e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23043e-07	0	0	0	1.08398e-07	0	8.58017e-07	0	0	0	0	0	0	0	1.00212e-07	0	0	0	0	0	0	0	0	0	4.45516e-08	0	0	0	0	2.553e-07	0	0	0	0	0	8.06596e-08	0	0	0	0	0	0	0	0	0	0	4.12055e-06	0	2.76393e-07	0	0	0	0	0	0	0	0	0	1.70521e-07	0	0	0	0
CAG0074	3.21026e-06	1.27612e-06	0	3.65799e-05	2.92487e-06	0	1.63285e-05	0	2.68656e-06	0	0	3.17344e-07	0	5.63183e-06	0	0	1.19513e-05	5.91321e-07	5.88331e-07	1.17535e-06	5.79634e-07	0	5.66055e-07	5.62186e-07	0	6.99252e-07	0	0	1.57308e-06	4.6739e-06	8.74563e-06	0	1.54272e-06	5.10345e-07	0	5.83569e-06	7.32072e-06	1.88624e-07	0	2.97107e-05	0	1.34535e-05	7.47606e-06	2.62178e-06	6.81555e-07	9.68606e-07	4.58011e-05	1.3098e-05	2.74357e-06	5.23599e-05	5.89718e-06	3.77603e-06	5.45962e-07	6.09426e-06	4.0916e-07	4.31314e-07	0	3.41738e-05	1.18969e-06	5.64894e-07	2.42811e-05	3.16174e-06	1.92495e-07	1.92064e-07	6.07326e-07	1.33585e-08	3.70544e-07	4.06954e-07	3.61725e-07	3.16293e-06	7.1908e-07	1.07397e-06	1.02841e-05	1.67744e-05	7.42381e-06	1.97094e-06	0	6.74307e-07	4.23817e-07	3.45039e-05	7.59396e-06	3.20477e-07	6.3677e-07	3.54367e-07	2.17264e-06	7.42989e-06	3.61957e-05	3.79902e-05	1.51694e-06	8.90158e-07	7.43516e-06	6.54237e-06	2.694e-06	2.04166e-06	2.94315e-07	3.09229e-07	6.15137e-06	6.20479e-06	3.93646e-06	1.5135e-07	2.75617e-07	8.12852e-07	0.000106434	4.19455e-07	5.68122e-06	2.8934e-07	6.9014e-07	1.44517e-05	4.90939e-05	7.39329e-07	5.09854e-07	9.33379e-07	3.3511e-05	0	0	7.90581e-06	4.79876e-07	5.74067e-06	1.70831e-05	7.39025e-06	9.97415e-06	6.82926e-07	8.06561e-07	2.29068e-07	0	1.61371e-05	4.49641e-06	8.37234e-06	4.70104e-06	2.25062e-05	4.51388e-07	1.81955e-05	1.50401e-06	1.00181e-07	1.31421e-06	1.02357e-06	4.1799e-06	3.92145e-07	4.16542e-06	9.67703e-07	5.7189e-07	1.36675e-05	5.16875e-07	0.000116085	1.06041e-05	1.59557e-06	8.53461e-06	1.05907e-06	4.17717e-07	6.10894e-06	4.94574e-07	6.01772e-06	7.10173e-07	1.24847e-06	8.81913e-07	5.20609e-06	2.90078e-07	0.00012627	3.50558e-05	2.10984e-07	5.05002e-06	3.91569e-06	5.53594e-07	2.32179e-06	2.19554e-05	2.28048e-06	3.51946e-06	6.08366e-07	1.83037e-06	4.38388e-07	1.03251e-05	2.07031e-06	3.08026e-06	0	4.0546e-06	2.44838e-07	7.40101e-07	2.32444e-05	3.10198e-07	0.00012792	3.68363e-06	2.98769e-05	1.02331e-06	3.57973e-06	6.2487e-05	1.12333e-06	3.28061e-07	1.35858e-06	3.25158e-07	6.59643e-07	1.31429e-05	1.9487e-06	1.38643e-06	2.25032e-07	3.07229e-06	4.2683e-05	2.5817e-07	7.10787e-07	1.27778e-06	4.66589e-07	2.22462e-07	6.41199e-06	4.04226e-06	2.92683e-06	3.59482e-07	2.0268e-06	1.08709e-05	0.000125014	7.85348e-06	1.73635e-06	5.2162e-07	4.49529e-07	6.39226e-07	6.86621e-07	1.74193e-06	3.58689e-06	1.00907e-06	1.57146e-06	7.38938e-06	2.7574e-06	2.76726e-07	6.10551e-07	7.98196e-06	3.9387e-07	1.18671e-06	3.09916e-07	1.52334e-06	1.51054e-06	2.3369e-07	2.23658e-07	6.05485e-07	2.15231e-06	9.76731e-07	5.03123e-07	1.18236e-06	2.7073e-07	1.32284e-06	6.27532e-07	7.29726e-07	9.06832e-07	7.26805e-07	6.04885e-06	3.49601e-06	7.45673e-06	4.86513e-06	4.07917e-07
CAG0075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4134e-06	0	0	0	0	0	0	0	0	0	0	2.84331e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38399e-07	0	0	0	7.93053e-07	0	0	0	1.51702e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11535e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99811e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45461e-07	3.12542e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13601e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.91033e-08	0	0	0	0	8.51001e-08	0	0	0	0	0	0	0	0	0	0	0	0	7.6872e-08	0	0	0	1.49105e-07	0	3.45492e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG0077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.79002e-06	0	0	0	0	0	0	5.17119e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2282e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6112e-06	0	0	0	3.10377e-07	1.66119e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75617e-07	2.70951e-07	0	0	0	0	0	0	0	1.28409e-07	0	0	0	0	0	0	0	0	0	2.28731e-07	0	0	0	0	0	0	0	0	1.04899e-07	0	0	0	0	0	0	3.10523e-07	0	0	0	0	0	5.56706e-07	0	0	9.07211e-08	0	0	0	1.67768e-07	0	8.2429e-08	0	0	0	0	1.50807e-07	1.16031e-06	0	0	0	0	0	1.05068e-06	0	0	0	0	0	0	6.57306e-08	0	0	3.40303e-07	1.26195e-07	0	4.89675e-07	0	0	1.20527e-07	0	0	1.68705e-06	0	9.36174e-07	0	0	0	0	0	1.07252e-07	0	0	3.54305e-08	0	2.03701e-07	1.00764e-07	0	1.25265e-08	0	0	7.77335e-07	0	0	0	0	0	0	0	0	4.3174e-08	0	0	8.51001e-08	8.39804e-08	0	0	0	0	0	3.40443e-07	0	0	0	2.79043e-07	3.45759e-06	0	0	0	0	0	0	1.38197e-07	0	0	0	0	0	0	0	0	5.58754e-07	0	1.89311e-08	0	5.19791e-08	0
CAG0078	0	0	7.46028e-07	7.4437e-07	4.99458e-06	9.69566e-07	1.09573e-05	3.41647e-07	2.68656e-06	4.93986e-06	0	9.78476e-07	1.88184e-06	2.13508e-05	1.20231e-06	4.18998e-06	5.98914e-07	3.96513e-06	0	2.93837e-07	6.50836e-06	1.72969e-06	1.13211e-06	1.12437e-06	1.11046e-06	0	3.69714e-06	2.62116e-06	2.62179e-07	1.55797e-06	1.55136e-06	2.4154e-06	1.24945e-05	2.00152e-06	1.51894e-06	1.16075e-06	2.01566e-06	1.50899e-06	2.49688e-06	9.94017e-07	1.98465e-06	1.46202e-05	9.72178e-07	2.9106e-06	5.83568e-06	4.75892e-07	1.9223e-06	9.35058e-07	2.28631e-06	4.51262e-07	2.70133e-06	2.93692e-06	0	3.63473e-06	3.27328e-06	2.04031e-06	4.83223e-07	1.97308e-06	7.7909e-07	1.02824e-05	1.15851e-06	3.85089e-07	3.07992e-06	9.07994e-06	8.32605e-07	4.11441e-06	1.11163e-06	7.29451e-07	1.43866e-05	1.44053e-06	8.78422e-07	3.9379e-06	1.42428e-06	1.3092e-05	1.39376e-06	6.9118e-07	4.13765e-06	1.68577e-07	1.00828e-06	6.21014e-06	1.6112e-06	3.52525e-06	2.54708e-06	6.25578e-07	3.84389e-06	1.84008e-06	3.31787e-06	9.01712e-07	8.99433e-07	4.31924e-06	2.07468e-06	9.24907e-06	1.22373e-05	1.43477e-06	7.14444e-06	2.85303e-07	8.48041e-07	2.80479e-07	1.67924e-06	5.86774e-06	2.75617e-07	8.12852e-07	2.95457e-06	1.30301e-05	1.32238e-06	3.10524e-06	2.41442e-06	1.80938e-06	3.82852e-06	2.56818e-07	3.4776e-06	1.50871e-06	5.48646e-06	8.16715e-06	1.12263e-05	1.443e-06	2.37024e-06	1.87665e-06	2.07082e-06	8.12274e-07	6.54797e-06	6.8085e-07	2.73828e-06	2.23993e-07	5.53094e-06	4.88839e-06	4.2837e-07	1.04972e-06	2.13478e-06	1.01724e-06	1.70493e-06	2.42527e-06	2.46073e-06	8.024e-06	4.98545e-06	1.99549e-06	3.95052e-07	7.82706e-07	5.83272e-07	2.49341e-06	9.0186e-06	7.9859e-06	8.42296e-06	2.43522e-07	5.38653e-06	1.57515e-06	8.8841e-07	6.65739e-07	8.48807e-06	3.96494e-07	9.89432e-07	1.50177e-05	2.98262e-06	2.35801e-06	1.11896e-05	1.43561e-06	2.76794e-06	1.44861e-07	4.02314e-06	9.84995e-07	1.01045e-06	3.77136e-06	3.04477e-06	9.55671e-07	7.24685e-06	5.90562e-06	1.51169e-06	1.32002e-06	3.93557e-06	1.31461e-06	6.50586e-07	5.03542e-06	1.44284e-06	2.5239e-07	4.90126e-07	4.89675e-07	5.59735e-06	1.78121e-06	2.75022e-06	5.95534e-07	3.35455e-05	1.3774e-06	5.70684e-07	6.53592e-06	8.58183e-07	2.05495e-05	1.4084e-05	1.0528e-05	8.67087e-07	1.17977e-06	1.39228e-06	3.20948e-07	1.19015e-05	5.29873e-07	7.12955e-07	9.81194e-06	1.2069e-06	1.64768e-06	0	2.68407e-06	7.77335e-07	2.25231e-06	3.28231e-06	6.52463e-07	2.60618e-05	2.01701e-06	1.18076e-06	1.79226e-06	1.34556e-05	5.6778e-06	2.23667e-06	5.73789e-07	5.106e-07	4.25844e-06	1.916e-06	7.42736e-07	2.21741e-06	3.85598e-06	1.45444e-06	8.46173e-07	4.68591e-06	8.46071e-07	2.17115e-07	4.71546e-07	2.70562e-06	2.55426e-06	4.66733e-06	2.01444e-06	2.39385e-06	6.70974e-07	9.36898e-07	6.90984e-07	1.62543e-06	6.72486e-07	3.40252e-07	3.47047e-06	1.59927e-06	5.30497e-07	3.30043e-06	3.56325e-06	7.59382e-07	3.97882e-07	4.88423e-06	4.37582e-06	4.35567e-06	1.07731e-06
CAG0079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.62186e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.72178e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92545e-07	0	0	0	0	0	1.09418e-06	0	0	1.7977e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03249e-07	0	0	0	0	0	0	0	0	0	0	0	2.79874e-07	0	0	0	0	2.66322e-07	0	0	0	2.58483e-07	0	0	0	2.51452e-07	0	4.90923e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06895e-07	0	0	0	0	1.00056e-06	0	0	0	0	0	1.9063e-07	8.60487e-07	0	0	0	0	0	1.76511e-07	0	0	0	0	6.37746e-07	7.80291e-07	0	9.04843e-07	0	0	0	7.4268e-06	0	0	0	2.73049e-07	0	1.33092e-07	2.64351e-07	1.32002e-07	0	0	3.90352e-07	0	0	0	0	1.56877e-06	0	2.42789e-07	0	0	5.89778e-08	0	0	9.12652e-06	1.10093e-07	0	1.09238e-07	1.08398e-07	1.08386e-07	2.14504e-07	0	2.13966e-07	0	0	0	0	0	5.0106e-07	0	0	0	9.50171e-08	0	4.66045e-07	1.83899e-07	9.16259e-07	0	0	0	0	0	0	8.51001e-08	0	1.24721e-07	0	8.15071e-08	0	0	8.06506e-08	8.0021e-08	0	0	7.85911e-08	7.76601e-08	0	1.74403e-06	0	5.28219e-07	0	3.63445e-08	2.07295e-07	0	6.77826e-08	1.26037e-06	1.41466e-06	0	6.63121e-08	0	0	2.9207e-08	1.70521e-07	0	0	0	0
CAG0080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.55229e-07	0	0	0	0	0	0	5.15087e-07	0	0	0	5.07508e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89865e-07	0	0	0	0	4.0997e-07	0	0	0	3.61725e-07	3.88605e-06	0	0	0	0	0	0	0	0	0	0	6.44478e-07	0	0	0	0	0	0	0	0	0	6.36502e-07	0	2.93069e-07	0	2.90635e-07	0	0	0	0	0	0	0	0	2.66322e-07	0	0	0	0	2.57686e-07	0	2.41147e-06	2.51452e-07	0	9.81845e-07	7.31789e-07	0	0	0	0	0	0	0	0	0	0	3.69814e-06	0	1.04972e-07	0	0	0	0	4.01732e-07	0	4.00224e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61815e-06	0	0	0	3.88619e-07	0	0	0	0	0	6.98399e-07	1.19753e-06	0	0	0	0	1.32002e-07	1.3141e-07	0	0	0	0	0	0	0	2.43363e-07	1.21394e-07	0	0	1.17956e-07	1.14784e-07	0	0	0	0	0	5.41991e-07	0	1.07252e-07	1.07098e-07	0	0	0	0	0	0	2.00424e-07	0	0	0	0	3.75121e-07	9.3209e-08	0	6.81199e-06	0	8.91033e-08	0	0	0	0	0	0	6.56561e-06	0	8.15071e-08	0	1.61319e-07	0	8.0021e-08	0	7.88996e-08	0	0	0	1.51655e-07	0	0	0	0	1.04932e-07	0	0	0	1.17402e-07	0	0	0	0	0	5.68403e-08	0	0	0	0
CAG0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92545e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99811e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33161e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82556e-08	0	0	0	0	0	7.80291e-08	0	1.50807e-07	0	0	0	0	0	0	0	1.36524e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78761e-07	0	0	0	0	0	2.14504e-07	0	0	0	0	0	2.01527e-07	0	1.00212e-07	0	0	0	0	0	9.3209e-08	0	0	0	0	0	0	0	0	8.51001e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.18039e-06	0	3.72764e-08	1.45378e-07	6.90984e-08	0	0	6.77386e-08	0	6.66363e-08	0	0	0	0	5.68403e-08	0	0	0	0
CAG0082	0	0	0	0	0	0	0	0	6.7164e-07	0	5.85332e-06	0	6.2728e-07	0	6.01156e-07	0	2.99457e-07	0	0	0	0	0	0	0	0	0	0	0	4.71923e-06	0	0	0	0	0	0	1.01502e-06	0	0	0	0	4.96163e-07	0	0	1.9404e-06	0	1.94316e-06	0	0	0	0	0	0	0	1.38658e-06	0	0	0	0	0	0	0	0	0	3.84128e-07	0	0	3.70544e-07	0	0	0	1.7977e-07	2.38661e-07	0	0	0	0	0	0	0	0	3.22239e-07	0	0	0	0	0	0	0	0	4.45079e-07	9.68017e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28843e-06	0	0	0	0	0	0	3.23918e-06	4.79876e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52581e-06	0	0	0	1.03258e-07	0	0	0	0	5.39289e-07	1.24377e-06	1.76511e-07	0	0	0	0	2.39155e-07	3.12116e-07	0	0	0	1.74945e-06	0	1.40714e-07	0	0	0	0	0	0	0	0	0	1.31461e-07	0	0	0	0	0	0	0	1.91121e-06	0	0	0	0	3.42411e-07	0	0	0	0	0	0	0	4.28393e-07	0	0	0	0	0	9.05175e-07	0	8.89429e-06	6.94826e-07	0	0	0	0	0	0	0	9.30708e-07	0	0	0	1.70609e-07	2.1063e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70954e-07	0	0	1.32624e-07	0	0	5.8414e-08	0	0	0	0	0
